,ask_price,bid_price,high_price,low_price,mark_price,open_price,timestamp,volume
0,0.051401,0.051355,0.052561,0.049637,0.051378,0.050909,2021-03-03 12:14:41.946948,0.0
1,0.051401,0.051347,0.052561,0.049637,0.051374,0.050909,2021-03-03 12:14:43.032208,0.0
2,0.051401,0.051347,0.052561,0.049637,0.051374,0.050909,2021-03-03 12:14:44.107070,0.0
3,0.051401,0.051347,0.052561,0.049637,0.051374,0.050909,2021-03-03 12:14:45.180515,0.0
4,0.051401,0.051352,0.052561,0.049637,0.051376,0.050909,2021-03-03 12:14:46.260509,0.0
5,0.051403,0.051347,0.052561,0.049637,0.051375,0.050909,2021-03-03 12:14:47.341103,0.0
6,0.051404,0.051347,0.052561,0.049637,0.051375,0.050909,2021-03-03 12:14:48.409678,0.0
7,0.051404,0.051347,0.052561,0.049637,0.051375,0.050909,2021-03-03 12:14:49.491849,0.0
8,0.051404,0.051349,0.052561,0.049637,0.051376,0.050909,2021-03-03 12:14:50.591538,0.0
9,0.051404,0.051347,0.052561,0.049637,0.051375,0.050909,2021-03-03 12:14:51.670394,0.0
10,0.051404,0.051347,0.052561,0.049637,0.051375,0.050909,2021-03-03 12:14:52.748943,0.0
11,0.051404,0.051347,0.052561,0.049637,0.051375,0.050909,2021-03-03 12:14:53.824996,0.0
12,0.051404,0.051351,0.052561,0.049637,0.051377,0.050909,2021-03-03 12:14:54.896492,0.0
13,0.051404,0.051347,0.052561,0.049637,0.051375,0.050909,2021-03-03 12:14:55.969448,0.0
14,0.051404,0.051347,0.052561,0.049637,0.051375,0.050909,2021-03-03 12:14:57.048824,0.0
15,0.051404,0.05135,0.052561,0.049637,0.051377,0.050909,2021-03-03 12:14:58.141828,0.0
16,0.051406,0.05135,0.052561,0.049637,0.051378,0.050909,2021-03-03 12:14:59.215153,0.0
17,0.051406,0.051348,0.052561,0.049637,0.051377,0.050909,2021-03-03 12:15:00.296221,0.0
18,0.051406,0.051347,0.052561,0.049637,0.051376,0.050909,2021-03-03 12:15:01.368178,0.0
19,0.051406,0.051347,0.052561,0.049637,0.051376,0.050909,2021-03-03 12:15:02.442364,0.0
20,0.051406,0.051347,0.052561,0.049637,0.051376,0.050909,2021-03-03 12:15:03.518523,0.0
21,0.051404,0.051347,0.052561,0.049637,0.051375,0.050909,2021-03-03 12:15:04.592098,0.0
22,0.051406,0.051347,0.052561,0.049637,0.051376,0.050909,2021-03-03 12:15:05.670804,0.0
23,0.051406,0.051347,0.052561,0.049637,0.051376,0.050909,2021-03-03 12:15:06.748222,0.0
24,0.051405,0.051347,0.052561,0.049637,0.051376,0.050909,2021-03-03 12:15:07.817091,0.0
25,0.051405,0.051347,0.052561,0.049637,0.051376,0.050909,2021-03-03 12:15:08.900264,0.0
26,0.051403,0.051347,0.052561,0.049637,0.051375,0.050909,2021-03-03 12:15:09.993549,0.0
27,0.051405,0.051347,0.052561,0.049637,0.051376,0.050909,2021-03-03 12:15:11.062431,0.0
28,0.051405,0.05135,0.052561,0.049637,0.051377,0.050909,2021-03-03 12:15:12.134971,0.0
29,0.051405,0.051348,0.052561,0.049637,0.051376,0.050909,2021-03-03 12:15:13.201406,0.0
30,0.051405,0.051347,0.052561,0.049637,0.051376,0.050909,2021-03-03 12:15:14.269233,0.0
31,0.051405,0.051345,0.052561,0.049637,0.051375,0.050909,2021-03-03 12:15:15.338545,0.0
32,0.051405,0.051341,0.052561,0.049637,0.051373,0.050909,2021-03-03 12:15:16.407835,0.0
33,0.051405,0.051341,0.052561,0.049637,0.051373,0.050909,2021-03-03 12:15:17.494508,0.0
34,0.051412,0.051358,0.052561,0.049637,0.051385,0.050909,2021-03-03 12:15:18.561920,0.0
35,0.051412,0.051358,0.052561,0.049637,0.051385,0.050909,2021-03-03 12:15:19.633386,0.0
36,0.051401,0.051358,0.052561,0.049637,0.051379,0.050909,2021-03-03 12:15:20.707534,0.0
37,0.051408,0.051358,0.052561,0.049637,0.051383,0.050909,2021-03-03 12:15:21.787534,0.0
38,0.051415,0.051358,0.052561,0.049637,0.051386,0.050909,2021-03-03 12:15:22.863037,0.0
39,0.051416,0.051358,0.052561,0.049637,0.051387,0.050909,2021-03-03 12:15:23.932734,0.0
40,0.051416,0.051358,0.052561,0.049637,0.051387,0.050909,2021-03-03 12:15:25.002666,0.0
41,0.051414,0.051358,0.052561,0.049637,0.051386,0.050909,2021-03-03 12:15:26.077979,0.0
42,0.051406,0.051358,0.052561,0.049637,0.051382,0.050909,2021-03-03 12:15:27.164478,0.0
43,0.051407,0.051358,0.052561,0.049637,0.051382,0.050909,2021-03-03 12:15:28.239127,0.0
44,0.051413,0.051358,0.052561,0.049637,0.051385,0.050909,2021-03-03 12:15:29.316282,0.0
45,0.051416,0.051358,0.052561,0.049637,0.051387,0.050909,2021-03-03 12:15:30.390040,0.0
46,0.051409,0.051358,0.052561,0.049637,0.051383,0.050909,2021-03-03 12:15:31.462215,0.0
47,0.051396,0.051342,0.052561,0.049637,0.051369,0.050909,2021-03-03 12:15:32.536259,0.0
48,0.05139,0.051342,0.052561,0.049637,0.051366,0.050909,2021-03-03 12:15:33.609171,0.0
49,0.051386,0.051342,0.052561,0.049637,0.051364,0.050909,2021-03-03 12:15:34.679010,0.0
50,0.051386,0.051342,0.052561,0.049637,0.051364,0.050909,2021-03-03 12:15:35.763239,0.0
51,0.051383,0.051342,0.052561,0.049637,0.051362,0.050909,2021-03-03 12:15:36.835372,0.0
52,0.051384,0.05133,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:37.913884,0.0
53,0.051384,0.05133,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:38.997417,0.0
54,0.051384,0.051328,0.052561,0.049637,0.051356,0.050909,2021-03-03 12:15:40.077023,0.0
55,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:41.151447,0.0
56,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:42.224032,0.0
57,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:43.301736,0.0
58,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:44.371413,0.0
59,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:45.448998,0.0
60,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:46.520768,0.0
61,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:47.589900,0.0
62,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:48.669854,0.0
63,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:49.741966,0.0
64,0.051395,0.051328,0.052561,0.049637,0.051361,0.050909,2021-03-03 12:15:50.815843,0.0
65,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:51.895979,0.0
66,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:52.964792,0.0
67,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:54.047507,0.0
68,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:55.119405,0.0
69,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:56.189484,0.0
70,0.051386,0.051329,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:57.263306,0.0
71,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:58.335150,0.0
72,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:15:59.425773,0.0
73,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:16:00.499187,0.0
74,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:16:01.570642,0.0
75,0.051386,0.051328,0.052561,0.049637,0.051357,0.050909,2021-03-03 12:16:02.645429,0.0
76,0.051379,0.051328,0.052561,0.049637,0.051353,0.050909,2021-03-03 12:16:03.716709,0.0
77,0.051379,0.051318,0.052561,0.049637,0.051348,0.050909,2021-03-03 12:16:04.788273,0.0
78,0.051379,0.05132,0.052561,0.049637,0.051349,0.050909,2021-03-03 12:16:05.868412,0.0
79,0.051379,0.051328,0.052561,0.049637,0.051353,0.050909,2021-03-03 12:16:06.937985,0.0
80,0.051379,0.051326,0.052561,0.049637,0.051352,0.050909,2021-03-03 12:16:08.012753,0.0
81,0.051379,0.051325,0.052561,0.049637,0.051352,0.050909,2021-03-03 12:16:09.092733,0.0
82,0.051379,0.05132,0.052561,0.049637,0.051349,0.050909,2021-03-03 12:16:10.185842,0.0
83,0.051379,0.051317,0.052561,0.049637,0.051348,0.050909,2021-03-03 12:16:11.261550,0.0
84,0.051379,0.051319,0.052561,0.049637,0.051349,0.050909,2021-03-03 12:16:12.339693,0.0
85,0.051379,0.05132,0.052561,0.049637,0.051349,0.050909,2021-03-03 12:16:13.412176,0.0
86,0.051379,0.051317,0.052561,0.049637,0.051348,0.050909,2021-03-03 12:16:14.489036,0.0
87,0.051371,0.051317,0.052561,0.049637,0.051344,0.050909,2021-03-03 12:16:15.572287,0.0
88,0.051365,0.051317,0.052561,0.049637,0.051341,0.050909,2021-03-03 12:16:16.645611,0.0
89,0.051365,0.051317,0.052561,0.049637,0.051341,0.050909,2021-03-03 12:16:17.719730,0.0
90,0.051365,0.051317,0.052561,0.049637,0.051341,0.050909,2021-03-03 12:16:18.789048,0.0
91,0.051365,0.051317,0.052561,0.049637,0.051341,0.050909,2021-03-03 12:16:19.868059,0.0
92,0.051365,0.051317,0.052561,0.049637,0.051341,0.050909,2021-03-03 12:16:20.938038,0.0
93,0.051372,0.051317,0.052561,0.049637,0.051344,0.050909,2021-03-03 12:16:22.007777,0.0
94,0.051371,0.051317,0.052561,0.049637,0.051344,0.050909,2021-03-03 12:16:23.081816,0.0
95,0.051376,0.051317,0.052561,0.049637,0.051346,0.050909,2021-03-03 12:16:24.156628,0.0
96,0.051364,0.051307,0.052561,0.049637,0.051335,0.050909,2021-03-03 12:16:25.232547,0.0
97,0.051364,0.051307,0.052561,0.049637,0.051335,0.050909,2021-03-03 12:16:26.301609,0.0
98,0.051363,0.051307,0.052561,0.049637,0.051335,0.050909,2021-03-03 12:16:27.372750,0.0
99,0.051363,0.051307,0.052561,0.049637,0.051335,0.050909,2021-03-03 12:16:28.447403,0.0
100,0.051354,0.051296,0.052561,0.049637,0.051325,0.050909,2021-03-03 12:16:29.535253,0.0
101,0.051366,0.051296,0.052561,0.049637,0.051331,0.050909,2021-03-03 12:16:30.619628,0.0
102,0.051356,0.051285,0.052561,0.049637,0.05132,0.050909,2021-03-03 12:16:31.691719,0.0
103,0.051358,0.051285,0.052561,0.049637,0.051321,0.050909,2021-03-03 12:16:32.761611,0.0
104,0.051355,0.051282,0.052561,0.049637,0.051318,0.050909,2021-03-03 12:16:33.832911,0.0
105,0.051335,0.051264,0.052561,0.049637,0.051299,0.050909,2021-03-03 12:16:34.902657,0.0
106,0.051342,0.051264,0.052561,0.049637,0.051303,0.050909,2021-03-03 12:16:35.976269,0.0
107,0.051347,0.051283,0.052561,0.049637,0.051315,0.050909,2021-03-03 12:16:37.046450,0.0
108,0.051355,0.051281,0.052561,0.049637,0.051318,0.050909,2021-03-03 12:16:38.120513,0.0
109,0.051363,0.05128,0.052561,0.049637,0.051321,0.050909,2021-03-03 12:16:39.202990,0.0
110,0.051346,0.051274,0.052561,0.049637,0.05131,0.050909,2021-03-03 12:16:40.287671,0.0
111,0.051342,0.051273,0.052561,0.049637,0.051307,0.050909,2021-03-03 12:16:41.363698,0.0
112,0.051342,0.051272,0.052561,0.049637,0.051307,0.050909,2021-03-03 12:16:42.433701,0.0
113,0.051342,0.051273,0.052561,0.049637,0.051307,0.050909,2021-03-03 12:16:43.519049,0.0
114,0.051342,0.051276,0.052561,0.049637,0.051309,0.050909,2021-03-03 12:16:44.591511,0.0
115,0.051342,0.051282,0.052561,0.049637,0.051312,0.050909,2021-03-03 12:16:45.661190,0.0
116,0.051341,0.051282,0.052561,0.049637,0.051311,0.050909,2021-03-03 12:16:46.737685,0.0
117,0.051331,0.051274,0.052561,0.049637,0.051302,0.050909,2021-03-03 12:16:47.818525,0.0
118,0.051339,0.051281,0.052561,0.049637,0.05131,0.050909,2021-03-03 12:16:48.893181,0.0
119,0.051348,0.051293,0.052561,0.049637,0.05132,0.050909,2021-03-03 12:16:49.977583,0.0
120,0.051337,0.05128,0.052561,0.049637,0.051308,0.050909,2021-03-03 12:16:51.046672,0.0
121,0.051337,0.05128,0.052561,0.049637,0.051308,0.050909,2021-03-03 12:16:52.123608,0.0
122,0.051337,0.05128,0.052561,0.049637,0.051308,0.050909,2021-03-03 12:16:53.196711,0.0
123,0.051337,0.05128,0.052561,0.049637,0.051308,0.050909,2021-03-03 12:16:54.269285,0.0
124,0.051323,0.051274,0.052561,0.049637,0.051298,0.050909,2021-03-03 12:16:55.343507,0.0
125,0.051338,0.05128,0.052561,0.049637,0.051309,0.050909,2021-03-03 12:16:56.417465,0.0
126,0.051336,0.05128,0.052561,0.049637,0.051308,0.050909,2021-03-03 12:16:57.492741,0.0
127,0.051336,0.05128,0.052561,0.049637,0.051308,0.050909,2021-03-03 12:16:58.562899,0.0
128,0.051338,0.05128,0.052561,0.049637,0.051309,0.050909,2021-03-03 12:16:59.642899,0.0
129,0.051325,0.051269,0.052561,0.049637,0.051297,0.050909,2021-03-03 12:17:00.724220,0.0
130,0.051325,0.051269,0.052561,0.049637,0.051297,0.050909,2021-03-03 12:17:01.796552,0.0
131,0.051329,0.051279,0.052561,0.049637,0.051304,0.050909,2021-03-03 12:17:02.878757,0.0
132,0.051329,0.051279,0.052561,0.049637,0.051304,0.050909,2021-03-03 12:17:03.950973,0.0
133,0.051322,0.051265,0.052561,0.049637,0.051293,0.050909,2021-03-03 12:17:05.026881,0.0
134,0.051328,0.051276,0.052561,0.049637,0.051302,0.050909,2021-03-03 12:17:06.106258,0.0
135,0.051323,0.051266,0.052561,0.049637,0.051294,0.050909,2021-03-03 12:17:07.180606,0.0
136,0.051329,0.051266,0.052561,0.049637,0.051297,0.050909,2021-03-03 12:17:08.259052,0.0
137,0.051329,0.051266,0.052561,0.049637,0.051297,0.050909,2021-03-03 12:17:09.330353,0.0
