,ask_price,bid_price,high_price,low_price,mark_price,open_price,timestamp,volume
138,0.051329,0.051266,0.052561,0.049637,0.051297,0.050909,2021-03-03 12:17:10.408705,0.0
139,0.051317,0.051266,0.052561,0.049637,0.051291,0.050909,2021-03-03 12:17:11.483149,0.0
140,0.051317,0.051268,0.052561,0.049637,0.051292,0.050909,2021-03-03 12:17:12.562354,0.0
141,0.051317,0.051256,0.052561,0.049637,0.051286,0.050909,2021-03-03 12:17:13.637029,0.0
142,0.051317,0.051267,0.052561,0.049637,0.051292,0.050909,2021-03-03 12:17:14.809304,0.0
143,0.051317,0.051256,0.052561,0.049637,0.051286,0.050909,2021-03-03 12:17:15.880915,0.0
144,0.051312,0.051257,0.052561,0.049637,0.051284,0.050909,2021-03-03 12:17:16.953913,0.0
145,0.051312,0.051263,0.052561,0.049637,0.051287,0.050909,2021-03-03 12:17:18.024242,0.0
146,0.051312,0.051263,0.052561,0.049637,0.051287,0.050909,2021-03-03 12:17:19.109967,0.0
147,0.051312,0.051263,0.052561,0.049637,0.051287,0.050909,2021-03-03 12:17:20.206646,0.0
148,0.051312,0.051263,0.052561,0.049637,0.051287,0.050909,2021-03-03 12:17:21.279118,0.0
149,0.051326,0.051263,0.052561,0.049637,0.051294,0.050909,2021-03-03 12:17:22.350892,0.0
150,0.051326,0.051274,0.052561,0.049637,0.0513,0.050909,2021-03-03 12:17:23.428715,0.0
151,0.051326,0.051264,0.052561,0.049637,0.051295,0.050909,2021-03-03 12:17:24.499172,0.0
152,0.051311,0.051266,0.052561,0.049637,0.051288,0.050909,2021-03-03 12:17:25.576553,0.0
153,0.051311,0.051258,0.052561,0.049637,0.051284,0.050909,2021-03-03 12:17:26.646442,0.0
154,0.051311,0.051258,0.052561,0.049637,0.051284,0.050909,2021-03-03 12:17:27.718874,0.0
155,0.051311,0.051269,0.052561,0.049637,0.05129,0.050909,2021-03-03 12:17:28.795672,0.0
156,0.051311,0.051258,0.052561,0.049637,0.051284,0.050909,2021-03-03 12:17:29.867212,0.0
157,0.051319,0.051259,0.052561,0.049637,0.051289,0.050909,2021-03-03 12:17:30.939198,0.0
158,0.051319,0.051261,0.052561,0.049637,0.05129,0.050909,2021-03-03 12:17:32.018883,0.0
159,0.051328,0.051272,0.052561,0.049637,0.0513,0.050909,2021-03-03 12:17:33.095649,0.0
160,0.051331,0.051272,0.052561,0.049637,0.051301,0.050909,2021-03-03 12:17:34.167483,0.0
161,0.051331,0.051274,0.052561,0.049637,0.051302,0.050909,2021-03-03 12:17:35.241455,0.0
162,0.051331,0.051274,0.052561,0.049637,0.051302,0.050909,2021-03-03 12:17:36.312883,0.0
163,0.051328,0.051274,0.052561,0.049637,0.051301,0.050909,2021-03-03 12:17:37.391915,0.0
164,0.051326,0.051274,0.052561,0.049637,0.0513,0.050909,2021-03-03 12:17:38.478525,0.0
165,0.051324,0.051274,0.052561,0.049637,0.051299,0.050909,2021-03-03 12:17:39.565718,0.0
166,0.051326,0.051274,0.052561,0.049637,0.0513,0.050909,2021-03-03 12:17:40.654429,0.0
167,0.051328,0.051268,0.052561,0.049637,0.051298,0.050909,2021-03-03 12:17:41.722163,0.0
168,0.051328,0.051268,0.052561,0.049637,0.051298,0.050909,2021-03-03 12:17:42.792640,0.0
169,0.051331,0.051265,0.052561,0.049637,0.051298,0.050909,2021-03-03 12:17:43.867069,0.0
170,0.05132,0.051265,0.052561,0.049637,0.051292,0.050909,2021-03-03 12:17:44.937933,0.0
171,0.05132,0.051263,0.052561,0.049637,0.051291,0.050909,2021-03-03 12:17:46.011163,0.0
172,0.05132,0.051263,0.052561,0.049637,0.051291,0.050909,2021-03-03 12:17:47.083646,0.0
173,0.051307,0.051255,0.052561,0.049637,0.051281,0.050909,2021-03-03 12:17:48.152741,0.0
174,0.051307,0.051254,0.052561,0.049637,0.05128,0.050909,2021-03-03 12:17:49.228757,0.0
175,0.051307,0.051254,0.052561,0.049637,0.05128,0.050909,2021-03-03 12:17:50.311179,0.0
176,0.051307,0.051254,0.052561,0.049637,0.05128,0.050909,2021-03-03 12:17:51.389919,0.0
177,0.051307,0.051254,0.052561,0.049637,0.05128,0.050909,2021-03-03 12:17:52.458131,0.0
178,0.051307,0.051254,0.052561,0.049637,0.05128,0.050909,2021-03-03 12:17:53.539261,0.0
179,0.051307,0.051254,0.052561,0.049637,0.05128,0.050909,2021-03-03 12:17:54.606951,0.0
180,0.051307,0.05125,0.052561,0.049637,0.051278,0.050909,2021-03-03 12:17:55.686844,0.0
181,0.051307,0.051249,0.052561,0.049637,0.051278,0.050909,2021-03-03 12:17:56.759479,0.0
182,0.051317,0.051261,0.052561,0.049637,0.051289,0.050909,2021-03-03 12:17:57.831575,0.0
183,0.051318,0.051251,0.052561,0.049637,0.051284,0.050909,2021-03-03 12:17:58.905781,0.0
184,0.051315,0.051248,0.052561,0.049637,0.051281,0.050909,2021-03-03 12:17:59.985686,0.0
185,0.051306,0.051249,0.052561,0.049637,0.051277,0.050909,2021-03-03 12:18:01.052042,0.0
186,0.051323,0.051271,0.052561,0.049637,0.051297,0.050909,2021-03-03 12:18:02.124561,0.0
187,0.051323,0.051268,0.052561,0.049637,0.051295,0.050909,2021-03-03 12:18:03.198574,0.0
188,0.051323,0.051265,0.052561,0.049637,0.051294,0.050909,2021-03-03 12:18:04.267435,0.0
189,0.051323,0.051265,0.052561,0.049637,0.051294,0.050909,2021-03-03 12:18:05.337740,0.0
190,0.051323,0.051265,0.052561,0.049637,0.051294,0.050909,2021-03-03 12:18:06.416977,0.0
191,0.051323,0.051265,0.052561,0.049637,0.051294,0.050909,2021-03-03 12:18:07.497831,0.0
192,0.051323,0.051265,0.052561,0.049637,0.051294,0.050909,2021-03-03 12:18:08.569590,0.0
193,0.051323,0.051266,0.052561,0.049637,0.051294,0.050909,2021-03-03 12:18:09.640668,0.0
194,0.051328,0.051276,0.052561,0.049637,0.051302,0.050909,2021-03-03 12:18:10.723424,0.0
195,0.051333,0.051299,0.052561,0.049637,0.051316,0.050909,2021-03-03 12:18:11.800414,0.0
196,0.051345,0.051287,0.052561,0.049637,0.051316,0.050909,2021-03-03 12:18:12.871198,0.0
197,0.051339,0.051287,0.052561,0.049637,0.051313,0.050909,2021-03-03 12:18:13.939179,0.0
198,0.051349,0.051287,0.052561,0.049637,0.051318,0.050909,2021-03-03 12:18:15.010596,0.0
199,0.051349,0.051295,0.052561,0.049637,0.051322,0.050909,2021-03-03 12:18:16.094278,0.0
200,0.051349,0.051294,0.052561,0.049637,0.051321,0.050909,2021-03-03 12:18:17.178040,0.0
201,0.051349,0.051299,0.052561,0.049637,0.051324,0.050909,2021-03-03 12:18:18.276893,0.0
202,0.051349,0.051299,0.052561,0.049637,0.051324,0.050909,2021-03-03 12:18:19.344366,0.0
203,0.051349,0.051295,0.052561,0.049637,0.051322,0.050909,2021-03-03 12:18:20.418778,0.0
204,0.05136,0.0513,0.052561,0.049637,0.05133,0.050909,2021-03-03 12:18:21.490218,0.0
205,0.05136,0.051289,0.052561,0.049637,0.051324,0.050909,2021-03-03 12:18:22.566880,0.0
206,0.051359,0.051296,0.052561,0.049637,0.051327,0.050909,2021-03-03 12:18:23.644986,0.0
207,0.051359,0.051284,0.052561,0.049637,0.051321,0.050909,2021-03-03 12:18:24.718745,0.0
208,0.051356,0.05129,0.052561,0.049637,0.051323,0.050909,2021-03-03 12:18:25.794767,0.0
209,0.051363,0.051291,0.052561,0.049637,0.051327,0.050909,2021-03-03 12:18:26.867192,0.0
210,0.051361,0.051289,0.052561,0.049637,0.051325,0.050909,2021-03-03 12:18:27.945267,0.0
211,0.051361,0.051292,0.052561,0.049637,0.051326,0.050909,2021-03-03 12:18:29.015424,0.0
212,0.051357,0.051286,0.052561,0.049637,0.051321,0.050909,2021-03-03 12:18:30.097381,0.0
213,0.051352,0.051282,0.052561,0.049637,0.051317,0.050909,2021-03-03 12:18:31.173555,0.0
214,0.051352,0.051279,0.052561,0.049637,0.051315,0.050909,2021-03-03 12:18:32.254135,0.0
215,0.051355,0.051296,0.052561,0.049637,0.051325,0.050909,2021-03-03 12:18:33.337068,0.0
216,0.05135,0.051296,0.052561,0.049637,0.051323,0.050909,2021-03-03 12:18:34.417707,0.0
217,0.051353,0.051296,0.052561,0.049637,0.051324,0.050909,2021-03-03 12:18:35.507648,0.0
218,0.051354,0.051296,0.052561,0.049637,0.051325,0.050909,2021-03-03 12:18:36.588932,0.0
219,0.051346,0.051296,0.052561,0.049637,0.051321,0.050909,2021-03-03 12:18:37.662988,0.0
220,0.051343,0.051285,0.052561,0.049637,0.051314,0.050909,2021-03-03 12:18:38.739039,0.0
221,0.051341,0.051285,0.052561,0.049637,0.051313,0.050909,2021-03-03 12:18:39.825315,0.0
222,0.051342,0.051285,0.052561,0.049637,0.051313,0.050909,2021-03-03 12:18:40.899627,0.0
223,0.051342,0.051285,0.052561,0.049637,0.051313,0.050909,2021-03-03 12:18:41.972212,0.0
224,0.051332,0.051275,0.052561,0.049637,0.051303,0.050909,2021-03-03 12:18:43.043502,0.0
225,0.051332,0.051275,0.052561,0.049637,0.051303,0.050909,2021-03-03 12:18:44.134918,0.0
226,0.051332,0.051275,0.052561,0.049637,0.051303,0.050909,2021-03-03 12:18:45.202972,0.0
227,0.051332,0.051275,0.052561,0.049637,0.051303,0.050909,2021-03-03 12:18:46.276225,0.0
228,0.051332,0.051275,0.052561,0.049637,0.051303,0.050909,2021-03-03 12:18:47.350530,0.0
229,0.051332,0.051274,0.052561,0.049637,0.051303,0.050909,2021-03-03 12:18:48.421907,0.0
230,0.051332,0.051272,0.052561,0.049637,0.051302,0.050909,2021-03-03 12:18:49.494866,0.0
231,0.051332,0.05127,0.052561,0.049637,0.051301,0.050909,2021-03-03 12:18:50.580575,0.0
232,0.051332,0.051272,0.052561,0.049637,0.051302,0.050909,2021-03-03 12:18:51.648996,0.0
233,0.051332,0.051274,0.052561,0.049637,0.051303,0.050909,2021-03-03 12:18:52.717430,0.0
234,0.051332,0.051274,0.052561,0.049637,0.051303,0.050909,2021-03-03 12:18:53.799580,0.0
235,0.051335,0.051276,0.052561,0.049637,0.051305,0.050909,2021-03-03 12:18:54.885839,0.0
236,0.051335,0.051276,0.052561,0.049637,0.051305,0.050909,2021-03-03 12:18:55.957120,0.0
237,0.051335,0.051276,0.052561,0.049637,0.051305,0.050909,2021-03-03 12:18:57.029196,0.0
238,0.051335,0.051275,0.052561,0.049637,0.051305,0.050909,2021-03-03 12:18:58.099471,0.0
239,0.051335,0.051272,0.052561,0.049637,0.051303,0.050909,2021-03-03 12:18:59.172562,0.0
240,0.051335,0.051274,0.052561,0.049637,0.051304,0.050909,2021-03-03 12:19:00.241171,0.0
241,0.051335,0.051275,0.052561,0.049637,0.051305,0.050909,2021-03-03 12:19:01.312187,0.0
242,0.051335,0.05128,0.052561,0.049637,0.051307,0.050909,2021-03-03 12:19:02.385525,0.0
243,0.051335,0.05128,0.052561,0.049637,0.051307,0.050909,2021-03-03 12:19:03.471076,0.0
244,0.051343,0.05128,0.052561,0.049637,0.051311,0.050909,2021-03-03 12:19:04.547363,0.0
245,0.051345,0.05128,0.052561,0.049637,0.051312,0.050909,2021-03-03 12:19:05.634252,0.0
246,0.051345,0.051296,0.052561,0.049637,0.05132,0.050909,2021-03-03 12:19:06.716866,0.0
247,0.051349,0.051296,0.052561,0.049637,0.051322,0.050909,2021-03-03 12:19:07.794147,0.0
248,0.051349,0.051296,0.052561,0.049637,0.051322,0.050909,2021-03-03 12:19:08.867933,0.0
249,0.051349,0.051296,0.052561,0.049637,0.051322,0.050909,2021-03-03 12:19:09.942031,0.0
250,0.051348,0.051296,0.052561,0.049637,0.051322,0.050909,2021-03-03 12:19:11.015343,0.0
251,0.051347,0.051296,0.052561,0.049637,0.051321,0.050909,2021-03-03 12:19:12.104976,0.0
252,0.051347,0.051295,0.052561,0.049637,0.051321,0.050909,2021-03-03 12:19:13.196000,0.0
253,0.051348,0.051295,0.052561,0.049637,0.051321,0.050909,2021-03-03 12:19:14.289891,0.0
254,0.051349,0.051295,0.052561,0.049637,0.051322,0.050909,2021-03-03 12:19:15.372237,0.0
255,0.051348,0.051295,0.052561,0.049637,0.051321,0.050909,2021-03-03 12:19:16.442403,0.0
256,0.051348,0.051295,0.052561,0.049637,0.051321,0.050909,2021-03-03 12:19:17.516555,0.0
257,0.05135,0.051295,0.052561,0.049637,0.051322,0.050909,2021-03-03 12:19:18.588236,0.0
258,0.051346,0.051295,0.052561,0.049637,0.05132,0.050909,2021-03-03 12:19:19.657458,0.0
259,0.051356,0.051295,0.052561,0.049637,0.051325,0.050909,2021-03-03 12:19:20.744892,0.0
260,0.051357,0.051295,0.052561,0.049637,0.051326,0.050909,2021-03-03 12:19:21.828146,0.0
261,0.051355,0.051295,0.052561,0.049637,0.051325,0.050909,2021-03-03 12:19:22.913529,0.0
262,0.051351,0.051295,0.052561,0.049637,0.051323,0.050909,2021-03-03 12:19:24.004053,0.0
263,0.051357,0.051294,0.052561,0.049637,0.051325,0.050909,2021-03-03 12:19:25.095442,0.0
264,0.051357,0.051294,0.052561,0.049637,0.051325,0.050909,2021-03-03 12:19:26.177758,0.0
265,0.051354,0.051294,0.052561,0.049637,0.051324,0.050909,2021-03-03 12:19:27.253283,0.0
266,0.051354,0.051294,0.052561,0.049637,0.051324,0.050909,2021-03-03 12:19:28.328540,0.0
